transition,date,replicate,arm,answer,model
2021,2020-04-25,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-13,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-13,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-13,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-26,2,binary_probability,0.97,jev-1.13.0
2021,2020-11-26,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-26,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-19,2,binary_probability,0.95,jev-1.13.0
2021,2020-12-19,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-19,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-09,2,binary_probability,0.04,jev-1.13.0
2021,2021-04-09,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-09,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-02-26,2,binary_probability,0.04,jev-1.13.0
2021,2021-02-26,2,yes_no_choice,No,jev-1.13.0
2021,2021-02-26,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-06,2,binary_probability,0.97,jev-1.13.0
2021,2020-11-06,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-06,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-08,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-08,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-08,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-25,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-25,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-25,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-14,2,binary_probability,0.99,jev-1.13.0
2021,2020-03-14,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-14,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-05-11,2,binary_probability,0.03,jev-1.13.0
2021,2021-05-11,2,yes_no_choice,No,jev-1.13.0
2021,2021-05-11,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-09-09,2,binary_probability,0.46,jev-1.13.0
2025,2025-09-09,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-09-09,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-19,2,binary_probability,0.06,jev-1.13.0
2025,2024-04-19,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-19,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-01-04,2,binary_probability,0.96,jev-1.13.0
2021,2021-01-04,2,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-04,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-19,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-19,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-19,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-02-04,2,binary_probability,0.69,jev-1.13.0
2025,2025-02-04,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-04,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-13,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-13,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-13,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-16,2,binary_probability,0.52,jev-1.13.0
2025,2025-04-16,2,yes_no_choice,No,jev-1.13.0
2025,2025-04-16,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-28,2,binary_probability,0.11,jev-1.13.0
2025,2024-07-28,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-28,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-28,2,binary_probability,0.5,jev-1.13.0
2025,2025-04-28,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-28,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-28,2,binary_probability,0.07,jev-1.13.0
2025,2024-05-28,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-28,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-02,2,binary_probability,0.4,jev-1.13.0
2025,2025-08-02,2,yes_no_choice,No,jev-1.13.0
2025,2025-08-02,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-23,2,binary_probability,0.13,jev-1.13.0
2025,2024-07-23,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-23,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-31,2,binary_probability,0.07,jev-1.13.0
2025,2024-05-31,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-31,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-30,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-30,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-30,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-10,2,binary_probability,0.07,jev-1.13.0
2025,2024-06-10,2,yes_no_choice,No,jev-1.13.0
2025,2024-06-10,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-20,2,binary_probability,0.25,jev-1.13.0
2025,2024-11-20,2,yes_no_choice,No,jev-1.13.0
2025,2024-11-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-10,2,binary_probability,0.98,jev-1.13.0
2021,2020-08-10,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-10,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-05,2,binary_probability,0.04,jev-1.13.0
2021,2021-04-05,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-05,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-07,2,binary_probability,0.06,jev-1.13.0
2025,2024-09-07,2,yes_no_choice,No,jev-1.13.0
2025,2024-09-07,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-18,2,binary_probability,0.11,jev-1.13.0
2025,2024-07-18,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-18,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-09-01,2,binary_probability,0.98,jev-1.13.0
2021,2020-09-01,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-01,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-16,2,binary_probability,0.4,jev-1.13.0
2025,2025-09-16,2,yes_no_choice,No,jev-1.13.0
2025,2025-09-16,2,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-08,2,binary_probability,0.09,jev-1.13.0
2021,2022-01-08,2,yes_no_choice,No,jev-1.13.0
2021,2022-01-08,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-02-19,2,binary_probability,0.69,jev-1.13.0
2025,2025-02-19,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-19,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-19,2,binary_probability,0.99,jev-1.13.0
2021,2020-08-19,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-19,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-02-24,2,binary_probability,0.07,jev-1.13.0
2025,2024-02-24,2,yes_no_choice,No,jev-1.13.0
2025,2024-02-24,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-12-31,2,binary_probability,0.23,jev-1.13.0
2025,2024-12-31,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-31,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-18,2,binary_probability,0.04,jev-1.13.0
2025,2024-04-18,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-18,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-02,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-02,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-02,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-06,2,binary_probability,0.99,jev-1.13.0
2021,2020-02-06,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-06,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-21,2,binary_probability,0.51,jev-1.13.0
2025,2025-05-21,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-21,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-13,2,binary_probability,0.44,jev-1.13.0
2025,2025-07-13,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-07-13,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-11,2,binary_probability,0.62,jev-1.13.0
2025,2025-01-11,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-11,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-30,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-30,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-30,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-05,2,binary_probability,0.98,jev-1.13.0
2021,2020-03-05,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-05,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-20,2,binary_probability,0.75,jev-1.13.0
2021,2021-01-20,2,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-20,2,who_choice,Joe Biden,jev-1.13.0
2021,2022-01-09,2,binary_probability,0.08,jev-1.13.0
2021,2022-01-09,2,yes_no_choice,No,jev-1.13.0
2021,2022-01-09,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-15,2,binary_probability,0.99,jev-1.13.0
2021,2020-10-15,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-15,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-30,2,binary_probability,0.02,jev-1.13.0
2021,2021-07-30,2,yes_no_choice,No,jev-1.13.0
2021,2021-07-30,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-02,2,binary_probability,0.45,jev-1.13.0
2025,2025-07-02,2,yes_no_choice,No,jev-1.13.0
2025,2025-07-02,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-19,2,binary_probability,0.05,jev-1.13.0
2025,2024-05-19,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-19,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-05-23,2,binary_probability,0.02,jev-1.13.0
2021,2021-05-23,2,yes_no_choice,No,jev-1.13.0
2021,2021-05-23,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-20,2,binary_probability,0.06,jev-1.13.0
2025,2024-09-20,2,yes_no_choice,No,jev-1.13.0
2025,2024-09-20,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-12,2,binary_probability,0.4,jev-1.13.0
2025,2025-08-12,2,yes_no_choice,No,jev-1.13.0
2025,2025-08-12,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-27,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-27,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-27,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-23,2,binary_probability,0.09,jev-1.13.0
2021,2021-01-23,2,yes_no_choice,No,jev-1.13.0
2021,2021-01-23,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-02-16,2,binary_probability,0.07,jev-1.13.0
2025,2024-02-16,2,yes_no_choice,No,jev-1.13.0
2025,2024-02-16,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-10,2,binary_probability,0.08,jev-1.13.0
2025,2024-09-10,2,yes_no_choice,No,jev-1.13.0
2025,2024-09-10,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-13,2,binary_probability,0.04,jev-1.13.0
2025,2024-04-13,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-13,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-02-02,2,binary_probability,0.08,jev-1.13.0
2021,2021-02-02,2,yes_no_choice,No,jev-1.13.0
2021,2021-02-02,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-15,2,binary_probability,0.07,jev-1.13.0
2025,2024-04-15,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-15,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-21,2,binary_probability,0.97,jev-1.13.0
2021,2020-11-21,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-21,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-02-27,2,binary_probability,0.09,jev-1.13.0
2021,2021-02-27,2,yes_no_choice,No,jev-1.13.0
2021,2021-02-27,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-18,2,binary_probability,0.96,jev-1.13.0
2021,2020-12-18,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-18,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-23,2,binary_probability,0.06,jev-1.13.0
2025,2024-05-23,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-23,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-25,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-25,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-25,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-09,2,binary_probability,0.98,jev-1.13.0
2021,2020-12-09,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-09,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-15,2,binary_probability,0.96,jev-1.13.0
2021,2020-12-15,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-15,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-17,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-17,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-17,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-17,2,binary_probability,0.22,jev-1.13.0
2025,2024-11-17,2,yes_no_choice,No,jev-1.13.0
2025,2024-11-17,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-17,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-17,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-17,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-15,2,binary_probability,0.48,jev-1.13.0
2025,2025-01-15,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-15,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-21,2,binary_probability,0.02,jev-1.13.0
2021,2021-03-21,2,yes_no_choice,No,jev-1.13.0
2021,2021-03-21,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-12,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-12,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-12,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-16,2,binary_probability,0.03,jev-1.13.0
2021,2021-04-16,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-16,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-20,2,binary_probability,0.52,jev-1.13.0
2025,2025-05-20,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-08,2,binary_probability,0.02,jev-1.13.0
2021,2021-09-08,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-08,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-28,2,binary_probability,0.51,jev-1.13.0
2025,2025-01-28,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-28,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-29,2,binary_probability,0.95,jev-1.13.0
2021,2020-12-29,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-29,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-27,2,binary_probability,0.03,jev-1.13.0
2021,2021-11-27,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-27,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-01,2,binary_probability,0.41,jev-1.13.0
2025,2025-08-01,2,yes_no_choice,No,jev-1.13.0
2025,2025-08-01,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-09,2,binary_probability,0.09,jev-1.13.0
2025,2024-05-09,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-09,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-03,2,binary_probability,0.98,jev-1.13.0
2021,2020-12-03,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-24,2,binary_probability,0.02,jev-1.13.0
2021,2021-07-24,2,yes_no_choice,No,jev-1.13.0
2021,2021-07-24,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-20,2,binary_probability,0.98,jev-1.13.0
2021,2020-10-20,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-20,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-29,2,binary_probability,0.59,jev-1.13.0
2025,2025-03-29,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-29,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-09,2,binary_probability,0.14,jev-1.13.0
2025,2024-11-09,2,yes_no_choice,No,jev-1.13.0
2025,2024-11-09,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-06-23,2,binary_probability,0.06,jev-1.13.0
2025,2024-06-23,2,yes_no_choice,No,jev-1.13.0
2025,2024-06-23,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-15,2,binary_probability,0.54,jev-1.13.0
2025,2025-05-15,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-15,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-08-05,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-05,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-05,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-18,2,binary_probability,0.56,jev-1.13.0
2025,2025-04-18,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-18,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-30,2,binary_probability,0.48,jev-1.13.0
2025,2025-06-30,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-06-30,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-08-11,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-11,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-11,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-13,2,binary_probability,0.98,jev-1.13.0
2021,2020-08-13,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-13,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-02-15,2,binary_probability,0.07,jev-1.13.0
2025,2024-02-15,2,yes_no_choice,No,jev-1.13.0
2025,2024-02-15,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-04,2,binary_probability,0.5,jev-1.13.0
2025,2025-05-04,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-04,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-04-04,2,binary_probability,0.98,jev-1.13.0
2021,2020-04-04,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-04-04,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-04,2,binary_probability,0.97,jev-1.13.0
2021,2020-11-04,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-04,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-02,2,binary_probability,0.02,jev-1.13.0
2021,2021-07-02,2,yes_no_choice,No,jev-1.13.0
2021,2021-07-02,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-20,2,binary_probability,0.09,jev-1.13.0
2025,2024-07-20,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-20,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-03-07,2,binary_probability,0.63,jev-1.13.0
2025,2025-03-07,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-07,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-07,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-07,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-07,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-21,2,binary_probability,0.12,jev-1.13.0
2025,2024-07-21,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-21,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-12-03,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-03,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-03,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-06-25,2,binary_probability,0.07,jev-1.13.0
2025,2024-06-25,2,yes_no_choice,No,jev-1.13.0
2025,2024-06-25,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-11,2,binary_probability,0.47,jev-1.13.0
2025,2025-10-11,2,yes_no_choice,No,jev-1.13.0
2025,2025-10-11,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-20,2,binary_probability,0.42,jev-1.13.0
2025,2025-09-20,2,yes_no_choice,No,jev-1.13.0
2025,2025-09-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-10,2,binary_probability,0.03,jev-1.13.0
2021,2021-04-10,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-10,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-12-09,2,binary_probability,0.32,jev-1.13.0
2025,2024-12-09,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-09,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-08-27,2,binary_probability,0.1,jev-1.13.0
2025,2024-08-27,2,yes_no_choice,No,jev-1.13.0
2025,2024-08-27,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-29,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-29,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-29,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-12-21,2,binary_probability,0.25,jev-1.13.0
2025,2024-12-21,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-21,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-01-23,2,binary_probability,0.98,jev-1.13.0
2021,2020-01-23,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-23,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-18,2,binary_probability,0.59,jev-1.13.0
2025,2025-01-18,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-18,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-15,2,binary_probability,0.97,jev-1.13.0
2021,2020-11-15,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-15,2,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-02,2,binary_probability,0.45,jev-1.13.0
2025,2026-01-02,2,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-02,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-19,2,binary_probability,0.07,jev-1.13.0
2025,2024-06-19,2,yes_no_choice,No,jev-1.13.0
2025,2024-06-19,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-30,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-30,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-30,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-02-09,2,binary_probability,0.05,jev-1.13.0
2021,2021-02-09,2,yes_no_choice,No,jev-1.13.0
2021,2021-02-09,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-10-28,2,binary_probability,0.14,jev-1.13.0
2025,2024-10-28,2,yes_no_choice,No,jev-1.13.0
2025,2024-10-28,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-22,2,binary_probability,0.01,jev-1.13.0
2021,2021-09-22,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-22,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-06-15,2,binary_probability,0.46,jev-1.13.0
2025,2025-06-15,2,yes_no_choice,No,jev-1.13.0
2025,2025-06-15,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-04-29,2,binary_probability,0.98,jev-1.13.0
2021,2020-04-29,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-04-29,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-18,2,binary_probability,0.99,jev-1.13.0
2021,2020-05-18,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-18,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-18,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-18,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-18,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-01-26,2,binary_probability,0.25,jev-1.13.0
2021,2021-01-26,2,yes_no_choice,No,jev-1.13.0
2021,2021-01-26,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-03,2,binary_probability,0.42,jev-1.13.0
2025,2025-08-03,2,yes_no_choice,No,jev-1.13.0
2025,2025-08-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-09-03,2,binary_probability,0.98,jev-1.13.0
2021,2020-09-03,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-29,2,binary_probability,0.22,jev-1.13.0
2021,2021-01-29,2,yes_no_choice,No,jev-1.13.0
2021,2021-01-29,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-18,2,binary_probability,0.06,jev-1.13.0
2025,2024-05-18,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-18,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-12,2,binary_probability,0.44,jev-1.13.0
2025,2025-07-12,2,yes_no_choice,No,jev-1.13.0
2025,2025-07-12,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-16,2,binary_probability,0.05,jev-1.13.0
2025,2024-09-16,2,yes_no_choice,No,jev-1.13.0
2025,2024-09-16,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-04-10,2,binary_probability,0.99,jev-1.13.0
2021,2020-04-10,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-04-10,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-07,2,binary_probability,0.99,jev-1.13.0
2021,2020-10-07,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-07,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-03,2,binary_probability,0.98,jev-1.13.0
2021,2020-03-03,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-05,2,binary_probability,0.99,jev-1.13.0
2021,2020-02-05,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-05,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-10-21,2,binary_probability,0.47,jev-1.13.0
2025,2025-10-21,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-21,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-13,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-13,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-13,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-08-21,2,binary_probability,0.05,jev-1.13.0
2025,2024-08-21,2,yes_no_choice,No,jev-1.13.0
2025,2024-08-21,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-10-08,2,binary_probability,0.09,jev-1.13.0
2025,2024-10-08,2,yes_no_choice,No,jev-1.13.0
2025,2024-10-08,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-20,2,binary_probability,0.57,jev-1.13.0
2025,2025-11-20,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-14,2,binary_probability,0.99,jev-1.13.0
2021,2020-02-14,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-14,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-05-28,2,binary_probability,0.02,jev-1.13.0
2021,2021-05-28,2,yes_no_choice,No,jev-1.13.0
2021,2021-05-28,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-21,2,binary_probability,0.02,jev-1.13.0
2021,2021-09-21,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-21,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-15,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-15,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-15,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-07,2,binary_probability,0.02,jev-1.13.0
