criteria_mode,year,target_usd,question,replicate,p
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",30,0.14
false_only,no_date,20000000,bitcoin will reach 20 million,87,0.44
empty,no_date,20000000,bitcoin will reach 20 million,98,0.58
omitted,no_date,100000000,bitcoin will reach 100 million,2,0.38
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,3,0.45
true_only,no_date,1000000,bitcoin will reach 1 million,11,0.4
omitted,no_date,100000000,bitcoin will reach 100 million,38,0.36
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",83,0.41
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",83,0.66
true_only,no_date,20000000,bitcoin will reach 20 million,58,0.4
omitted,no_date,1000000,bitcoin will reach 1 million,60,0.12
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",58,0.62
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,37,0.48
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",35,0.66
paired,no_date,1000000,bitcoin will reach 1 million,59,0.42
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",44,0.44
omitted,no_date,1000000,bitcoin will reach 1 million,3,0.13
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,51,0.22
omitted,no_date,1000000,bitcoin will reach 1 million,100,0.11
true_only,no_date,20000000,bitcoin will reach 20 million,52,0.4
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",56,0.16
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",87,0.12
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",6,0.26
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,19,0.45
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",80,0.53
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",25,0.5
paired,no_date,20000000,bitcoin will reach 20 million,78,0.41
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",32,0.19
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,98,0.2
empty,no_date,100000000,bitcoin will reach 100 million,84,0.32
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",50,0.39
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",57,0.25
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",93,0.41
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,17,0.22
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",61,0.25
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",25,0.18
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",2,0.28
omitted,no_date,1000000,bitcoin will reach 1 million,14,0.11
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",12,0.39
true_only,no_date,100000000,bitcoin will reach 100 million,40,0.46
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",40,0.62
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",54,0.17
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",71,0.28
paired,no_date,100000000,bitcoin will reach 100 million,56,0.32
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",26,0.34
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",10,0.39
empty,no_date,20000000,bitcoin will reach 20 million,16,0.57
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",66,0.59
false_only,no_date,100000000,bitcoin will reach 100 million,39,0.41
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",8,0.43
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",99,0.13
empty,no_date,100000000,bitcoin will reach 100 million,51,0.37
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",53,0.24
paired,no_date,1000000,bitcoin will reach 1 million,65,0.39
empty,no_date,1000000,bitcoin will reach 1 million,19,0.16
false_only,no_date,100000000,bitcoin will reach 100 million,84,0.41
paired,no_date,20000000,bitcoin will reach 20 million,39,0.43
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",14,0.61
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",16,0.45
empty,no_date,100000000,bitcoin will reach 100 million,3,0.35
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",98,0.39
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,20,0.22
omitted,no_date,20000000,bitcoin will reach 20 million,19,0.48
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",93,0.14
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",20,0.44
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",50,0.51
omitted,no_date,20000000,bitcoin will reach 20 million,56,0.45
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,13,0.21
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",57,0.47
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",78,0.62
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",42,0.15
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,69,0.18
true_only,no_date,20000000,bitcoin will reach 20 million,80,0.38
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",43,0.26
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",69,0.39
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,13,0.45
false_only,no_date,20000000,bitcoin will reach 20 million,43,0.47
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,49,0.22
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",50,0.53
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,42,0.47
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",67,0.44
omitted,no_date,100000000,bitcoin will reach 100 million,60,0.36
empty,no_date,1000000,bitcoin will reach 1 million,9,0.14
omitted,no_date,20000000,bitcoin will reach 20 million,100,0.46
true_only,no_date,1000000,bitcoin will reach 1 million,46,0.42
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,25,0.2
false_only,no_date,100000000,bitcoin will reach 100 million,74,0.39
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",54,0.34
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",36,0.39
paired,no_date,20000000,bitcoin will reach 20 million,62,0.39
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",62,0.42
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",3,0.47
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",55,0.16
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",77,0.58
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",3,0.15
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",78,0.41
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",91,0.15
empty,no_date,20000000,bitcoin will reach 20 million,77,0.57
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",72,0.27
true_only,no_date,20000000,bitcoin will reach 20 million,88,0.38
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",37,0.51
true_only,no_date,100000000,bitcoin will reach 100 million,43,0.46
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",3,0.34
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",17,0.27
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",93,0.4
false_only,no_date,20000000,bitcoin will reach 20 million,22,0.35
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",75,0.43
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",89,0.16
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",72,0.42
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",61,0.3
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,5,0.44
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",7,0.52
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",59,0.6
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,85,0.44
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",38,0.62
paired,no_date,20000000,bitcoin will reach 20 million,29,0.42
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",50,0.41
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",5,0.51
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",80,0.33
true_only,no_date,100000000,bitcoin will reach 100 million,74,0.47
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",94,0.44
paired,no_date,100000000,bitcoin will reach 100 million,69,0.3
false_only,no_date,100000000,bitcoin will reach 100 million,81,0.43
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",2,0.61
empty,no_date,100000000,bitcoin will reach 100 million,30,0.37
empty,no_date,20000000,bitcoin will reach 20 million,17,0.58
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,11,0.2
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",37,0.24
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",21,0.23
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",76,0.27
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",1,0.55
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",1,0.22
false_only,no_date,1000000,bitcoin will reach 1 million,27,0.25
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",48,0.27
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",34,0.44
true_only,no_date,1000000,bitcoin will reach 1 million,13,0.39
false_only,no_date,20000000,bitcoin will reach 20 million,31,0.4
paired,no_date,20000000,bitcoin will reach 20 million,87,0.4
paired,no_date,20000000,bitcoin will reach 20 million,100,0.41
true_only,no_date,100000000,bitcoin will reach 100 million,21,0.48
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,66,0.18
paired,no_date,20000000,bitcoin will reach 20 million,2,0.36
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",62,0.57
empty,no_date,100000000,bitcoin will reach 100 million,64,0.34
false_only,no_date,20000000,bitcoin will reach 20 million,96,0.39
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",51,0.12
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",35,0.54
true_only,no_date,1000000,bitcoin will reach 1 million,91,0.4
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",99,0.46
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",39,0.55
true_only,no_date,1000000,bitcoin will reach 1 million,68,0.38
true_only,no_date,100000000,bitcoin will reach 100 million,81,0.44
paired,no_date,100000000,bitcoin will reach 100 million,7,0.32
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,44,0.45
empty,no_date,20000000,bitcoin will reach 20 million,40,0.6
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,99,0.22
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,68,0.18
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",47,0.14
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",95,0.25
paired,no_date,100000000,bitcoin will reach 100 million,12,0.37
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",28,0.39
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",97,0.24
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",80,0.55
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",34,0.27
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,75,0.25
paired,no_date,1000000,bitcoin will reach 1 million,70,0.38
paired,no_date,100000000,bitcoin will reach 100 million,49,0.31
omitted,no_date,20000000,bitcoin will reach 20 million,89,0.42
omitted,no_date,1000000,bitcoin will reach 1 million,7,0.14
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",64,0.15
paired,no_date,20000000,bitcoin will reach 20 million,77,0.37
omitted,no_date,100000000,bitcoin will reach 100 million,87,0.36
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",15,0.53
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",72,0.34
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",29,0.23
empty,no_date,20000000,bitcoin will reach 20 million,61,0.58
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",94,0.38
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",69,0.28
omitted,no_date,100000000,bitcoin will reach 100 million,70,0.35
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",35,0.41
empty,no_date,1000000,bitcoin will reach 1 million,44,0.14
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",29,0.4
true_only,no_date,20000000,bitcoin will reach 20 million,26,0.4
omitted,no_date,1000000,bitcoin will reach 1 million,79,0.12
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",18,0.43
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",67,0.18
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",25,0.13
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",28,0.3
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",61,0.66
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",53,0.16
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,10,0.2
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",82,0.16
true_only,no_date,20000000,bitcoin will reach 20 million,1,0.42
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",53,0.32
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",28,0.64
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,71,0.23
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",1,0.39
true_only,no_date,20000000,bitcoin will reach 20 million,15,0.41
omitted,no_date,1000000,bitcoin will reach 1 million,26,0.11
paired,no_date,100000000,bitcoin will reach 100 million,97,0.35
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",96,0.18
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",42,0.25
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",86,0.39
omitted,no_date,20000000,bitcoin will reach 20 million,1,0.46
paired,no_date,100000000,bitcoin will reach 100 million,99,0.4
omitted,no_date,100000000,bitcoin will reach 100 million,41,0.35
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,22,0.44
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",28,0.43
empty,no_date,100000000,bitcoin will reach 100 million,11,0.37
